review_id,product_id,product_name,customer_id,rating,review_text,review_date
R00433,P0039,북하우스 어린이 그림책 10권,C0107,4,재구매 의사 있어요,2024-11-26
R00434,P0040,북하우스 자기계발 다이어리 2026,C0017,4,품질이 기대 이상이에요,2025-06-08
R00435,P0015,승승 경량 패딩 점퍼,C0122,4,재구매 의사 있어요,2024-02-05
R00436,P0036,스포라이프 러닝화 클라우드,C0062,1,금방 고장났어요,2026-04-10
R00437,P0016,승승 슬림핏 청바지,C0095,4,튼튼하고 오래 쓸 것 같아요,2025-05-16
R00438,P0021,뷰티풀 자외선차단 선크림 SPF50,C0019,3,무난합니다,2024-03-07
R00439,P0030,리빙 대용량 식기건조대,C0170,4,배송이 정말 빨라요,2024-08-13
R00440,P0007,승승 4K 웹캠 스트리머,C0122,2,박스가 찌그러져 왔어요,2025-09-06
R00441,P0038,북하우스 코딩 입문 자습서,C0062,5,재구매 의사 있어요,2024-02-23
R00442,P0010,장구 공기청정기 미세 30평형,C0078,5,배송이 정말 빨라요,2024-08-31
R00443,P0021,뷰티풀 자외선차단 선크림 SPF50,C0100,5,재구매 의사 있어요,2026-02-22
R00444,P0016,승승 슬림핏 청바지,C0007,5,디자인이 예뻐요,2025-12-16
R00445,P0027,승승 단백질 쉐이크 2kg,C0020,5,선물용으로 좋아요,2026-06-08
R00446,P0005,승승 USB-C 멀티허브 7in1,C0023,1,환불 절차가 불편했어요,2025-03-27
R00447,P0007,승승 4K 웹캠 스트리머,C0034,4,배송이 정말 빨라요,2025-10-17
R00448,P0006,승승 기계식 게이밍 키보드,C0191,5,배송이 정말 빨라요,2026-02-07
R00449,P0021,뷰티풀 자외선차단 선크림 SPF50,C0009,5,포장이 꼼꼼했어요,2025-06-08
R00450,P0012,장구 초고속 블렌더 1200W,C0095,4,가성비 최고입니다,2026-03-07
R00451,P0014,승승 데일리 코튼 후드티,C0003,1,배송이 너무 느렸어요,2025-01-23
R00452,P0031,리빙 친환경 주방세제 리필 5L,C0034,4,포장이 꼼꼼했어요,2025-01-04
R00453,P0009,장구 무선 핸디 청소기,C0102,2,금방 고장났어요,2024-05-14
R00454,P0027,승승 단백질 쉐이크 2kg,C0132,5,가성비 최고입니다,2026-02-12
R00455,P0015,승승 경량 패딩 점퍼,C0113,3,그럭저럭 쓸만해요,2024-06-29
R00456,P0008,장구 로봇청소기 CleanX,C0127,5,선물용으로 좋아요,2024-03-03
R00457,P0030,리빙 대용량 식기건조대,C0146,4,선물용으로 좋아요,2024-11-17
R00458,P0008,장구 로봇청소기 CleanX,C0079,4,선물용으로 좋아요,2024-04-30
R00459,P0016,승승 슬림핏 청바지,C0068,5,디자인이 예뻐요,2025-10-26
R00460,P0028,리빙 4계절 차렵이불 퀸,C0132,5,포장이 꼼꼼했어요,2024-07-25
R00461,P0039,북하우스 어린이 그림책 10권,C0102,5,배송이 정말 빨라요,2024-08-06
R00462,P0012,장구 초고속 블렌더 1200W,C0097,3,특별할 건 없네요,2026-03-17
R00463,P0022,뷰티풀 콜라겐 수분크림,C0017,4,선물용으로 좋아요,2025-10-20
R00464,P0013,장구 전기포트 1.7L 온도조절,C0059,4,가성비 최고입니다,2025-09-22
R00465,P0031,리빙 친환경 주방세제 리필 5L,C0101,5,선물용으로 좋아요,2024-04-11
R00466,P0017,승승 베이직 무지 티셔츠 3팩,C0099,5,튼튼하고 오래 쓸 것 같아요,2026-05-23
R00467,P0025,승승 현미 잡곡 10kg,C0082,4,디자인이 예뻐요,2025-12-09
R00468,P0029,리빙 극세사 베개 2개세트,C0171,5,선물용으로 좋아요,2024-05-17
R00469,P0006,승승 기계식 게이밍 키보드,C0160,3,그럭저럭 쓸만해요,2025-11-03
R00470,P0029,리빙 극세사 베개 2개세트,C0079,4,배송이 정말 빨라요,2024-05-31
R00471,P0038,북하우스 코딩 입문 자습서,C0034,5,포장이 꼼꼼했어요,2025-08-06
R00472,P0004,승승 고속충전 보조배터리 20000mAh,C0091,5,디자인이 예뻐요,2025-01-12
R00473,P0029,리빙 극세사 베개 2개세트,C0126,5,가성비 최고입니다,2025-11-30
R00474,P0027,승승 단백질 쉐이크 2kg,C0106,2,배송이 너무 느렸어요,2025-03-08
R00475,P0029,리빙 극세사 베개 2개세트,C0021,5,튼튼하고 오래 쓸 것 같아요,2024-10-15
R00476,P0026,승승 콜드브루 스틱 30개입,C0155,2,생각보다 별로예요,2026-01-25
R00477,P0006,승승 기계식 게이밍 키보드,C0062,2,배송이 너무 느렸어요,2024-11-14
R00478,P0037,북하우스 베스트셀러 소설 세트,C0145,1,금방 고장났어요,2026-01-20
R00479,P0027,승승 단백질 쉐이크 2kg,C0086,4,튼튼하고 오래 쓸 것 같아요,2025-04-18
R00480,P0035,스포라이프 등산 스틱 한쌍,C0193,4,품질이 기대 이상이에요,2026-04-01
R00481,P0035,스포라이프 등산 스틱 한쌍,C0119,4,포장이 꼼꼼했어요,2024-02-18
R00482,P0039,북하우스 어린이 그림책 10권,C0010,4,재구매 의사 있어요,2024-01-24
R00483,P0012,장구 초고속 블렌더 1200W,C0040,3,특별할 건 없네요,2024-03-29
R00484,P0006,승승 기계식 게이밍 키보드,C0192,4,튼튼하고 오래 쓸 것 같아요,2026-03-03
R00485,P0001,승승 무선 블루투스 이어버드 SE,C0192,4,가성비 최고입니다,2025-07-30
R00486,P0004,승승 고속충전 보조배터리 20000mAh,C0067,5,포장이 꼼꼼했어요,2025-11-07
R00487,P0020,뷰티풀 비타민C 세럼 30ml,C0169,5,선물용으로 좋아요,2024-08-21
R00488,P0009,장구 무선 핸디 청소기,C0026,5,포장이 꼼꼼했어요,2025-10-16
R00489,P0005,승승 USB-C 멀티허브 7in1,C0023,1,배송이 너무 느렸어요,2024-04-29
R00490,P0030,리빙 대용량 식기건조대,C0169,5,디자인이 예뻐요,2026-01-03
R00491,P0012,장구 초고속 블렌더 1200W,C0083,4,튼튼하고 오래 쓸 것 같아요,2025-07-12
R00492,P0018,승승 방수 트레킹 자켓,C0025,1,박스가 찌그러져 왔어요,2024-06-19
R00493,P0033,스포라이프 요가매트 10mm,C0006,1,금방 고장났어요,2024-10-04
R00494,P0008,장구 로봇청소기 CleanX,C0013,1,환불 절차가 불편했어요,2024-08-05
R00495,P0012,장구 초고속 블렌더 1200W,C0055,3,특별할 건 없네요,2026-06-07
R00496,P0007,승승 4K 웹캠 스트리머,C0131,2,금방 고장났어요,2026-06-06
R00497,P0014,승승 데일리 코튼 후드티,C0137,1,설명과 색이 달라요,2025-02-08
R00498,P0020,뷰티풀 비타민C 세럼 30ml,C0011,5,선물용으로 좋아요,2025-01-31
R00499,P0030,리빙 대용량 식기건조대,C0074,4,품질이 기대 이상이에요,2026-01-22
R00500,P0016,승승 슬림핏 청바지,C0088,3,그럭저럭 쓸만해요,2024-10-10
R00501,P0005,승승 USB-C 멀티허브 7in1,C0173,4,품질이 기대 이상이에요,2024-10-09
R00502,P0038,북하우스 코딩 입문 자습서,C0119,4,가성비 최고입니다,2024-12-02
R00503,P0011,장구 에어프라이어 5.5L,C0107,1,배송이 너무 느렸어요,2024-07-19
R00504,P0035,스포라이프 등산 스틱 한쌍,C0059,3,특별할 건 없네요,2025-08-18
R00505,P0019,뷰티풀 수분 진정 토너 300ml,C0165,2,환불 절차가 불편했어요,2024-01-23
R00506,P0028,리빙 4계절 차렵이불 퀸,C0014,4,디자인이 예뻐요,2026-03-05
R00507,P0034,스포라이프 조절식 덤벨 24kg,C0159,5,튼튼하고 오래 쓸 것 같아요,2024-07-26
R00508,P0003,승승 스마트워치 Fit 5,C0194,4,튼튼하고 오래 쓸 것 같아요,2025-02-13
R00509,P0018,승승 방수 트레킹 자켓,C0015,5,선물용으로 좋아요,2026-01-19
R00510,P0020,뷰티풀 비타민C 세럼 30ml,C0068,2,금방 고장났어요,2026-05-30
R00511,P0026,승승 콜드브루 스틱 30개입,C0064,1,설명과 색이 달라요,2024-09-18
R00512,P0034,스포라이프 조절식 덤벨 24kg,C0132,2,환불 절차가 불편했어요,2024-01-25
R00513,P0010,장구 공기청정기 미세 30평형,C0122,4,튼튼하고 오래 쓸 것 같아요,2025-01-09
R00514,P0013,장구 전기포트 1.7L 온도조절,C0036,5,배송이 정말 빨라요,2024-04-28
R00515,P0022,뷰티풀 콜라겐 수분크림,C0036,5,가성비 최고입니다,2025-06-17
R00516,P0027,승승 단백질 쉐이크 2kg,C0014,5,디자인이 예뻐요,2025-06-05
R00517,P0020,뷰티풀 비타민C 세럼 30ml,C0132,2,가격에 비해 아쉬워요,2026-04-19
R00518,P0025,승승 현미 잡곡 10kg,C0044,2,환불 절차가 불편했어요,2025-10-08
R00519,P0018,승승 방수 트레킹 자켓,C0041,4,디자인이 예뻐요,2024-11-11
R00520,P0033,스포라이프 요가매트 10mm,C0105,5,선물용으로 좋아요,2025-10-19
R00521,P0031,리빙 친환경 주방세제 리필 5L,C0129,2,금방 고장났어요,2025-03-09
R00522,P0018,승승 방수 트레킹 자켓,C0173,4,배송이 정말 빨라요,2024-09-28
R00523,P0013,장구 전기포트 1.7L 온도조절,C0042,4,선물용으로 좋아요,2024-06-08
R00524,P0008,장구 로봇청소기 CleanX,C0100,1,박스가 찌그러져 왔어요,2024-09-10
R00525,P0023,승승 프리미엄 원두커피 1kg,C0006,2,배송이 너무 느렸어요,2024-02-18
R00526,P0006,승승 기계식 게이밍 키보드,C0021,4,품질이 기대 이상이에요,2026-05-15
R00527,P0035,스포라이프 등산 스틱 한쌍,C0124,5,디자인이 예뻐요,2025-04-06
R00528,P0034,스포라이프 조절식 덤벨 24kg,C0172,1,배송이 너무 느렸어요,2024-09-11
R00529,P0027,승승 단백질 쉐이크 2kg,C0030,4,선물용으로 좋아요,2024-03-14
R00530,P0029,리빙 극세사 베개 2개세트,C0078,3,특별할 건 없네요,2026-03-02
R00531,P0012,장구 초고속 블렌더 1200W,C0153,5,선물용으로 좋아요,2026-04-07
R00532,P0010,장구 공기청정기 미세 30평형,C0088,3,그럭저럭 쓸만해요,2025-05-03
R00533,P0037,북하우스 베스트셀러 소설 세트,C0083,4,튼튼하고 오래 쓸 것 같아요,2025-08-08
R00534,P0002,승승 노이즈캔슬링 헤드폰 Pro,C0058,4,가성비 최고입니다,2025-10-07
R00535,P0037,북하우스 베스트셀러 소설 세트,C0094,2,환불 절차가 불편했어요,2024-05-06
R00536,P0032,리빙 스테인리스 텀블러 500ml,C0013,4,선물용으로 좋아요,2026-05-15
R00537,P0026,승승 콜드브루 스틱 30개입,C0034,4,디자인이 예뻐요,2025-04-03
R00538,P0009,장구 무선 핸디 청소기,C0116,4,선물용으로 좋아요,2024-08-22
R00539,P0015,승승 경량 패딩 점퍼,C0055,2,금방 고장났어요,2025-06-09
R00540,P0010,장구 공기청정기 미세 30평형,C0082,5,품질이 기대 이상이에요,2025-06-22
R00541,P0028,리빙 4계절 차렵이불 퀸,C0188,2,가격에 비해 아쉬워요,2025-12-21
R00542,P0007,승승 4K 웹캠 스트리머,C0076,5,배송이 정말 빨라요,2025-12-24
R00543,P0022,뷰티풀 콜라겐 수분크림,C0138,5,튼튼하고 오래 쓸 것 같아요,2025-03-31
R00544,P0030,리빙 대용량 식기건조대,C0161,3,무난합니다,2026-04-26
R00545,P0040,북하우스 자기계발 다이어리 2026,C0123,4,선물용으로 좋아요,2025-06-15
R00546,P0030,리빙 대용량 식기건조대,C0045,2,가격에 비해 아쉬워요,2024-03-12
R00547,P0037,북하우스 베스트셀러 소설 세트,C0091,4,배송이 정말 빨라요,2024-02-24
R00548,P0034,스포라이프 조절식 덤벨 24kg,C0193,3,그럭저럭 쓸만해요,2024-10-13
R00549,P0024,승승 유기농 견과류 믹스 1kg,C0179,4,튼튼하고 오래 쓸 것 같아요,2024-01-29
R00550,P0021,뷰티풀 자외선차단 선크림 SPF50,C0114,2,박스가 찌그러져 왔어요,2026-02-04
R00551,P0040,북하우스 자기계발 다이어리 2026,C0001,5,디자인이 예뻐요,2026-01-09
R00552,P0020,뷰티풀 비타민C 세럼 30ml,C0041,4,배송이 정말 빨라요,2026-02-06
R00553,P0021,뷰티풀 자외선차단 선크림 SPF50,C0080,5,가성비 최고입니다,2024-05-26
R00554,P0001,승승 무선 블루투스 이어버드 SE,C0100,4,튼튼하고 오래 쓸 것 같아요,2024-07-12
R00555,P0039,북하우스 어린이 그림책 10권,C0072,1,배송이 너무 느렸어요,2026-02-13
R00556,P0027,승승 단백질 쉐이크 2kg,C0056,5,튼튼하고 오래 쓸 것 같아요,2024-11-20
R00557,P0008,장구 로봇청소기 CleanX,C0152,2,박스가 찌그러져 왔어요,2025-11-24
R00558,P0023,승승 프리미엄 원두커피 1kg,C0036,4,배송이 정말 빨라요,2024-11-15
R00559,P0035,스포라이프 등산 스틱 한쌍,C0122,3,무난합니다,2025-10-04
R00560,P0001,승승 무선 블루투스 이어버드 SE,C0175,3,보통이에요,2024-12-06
R00561,P0015,승승 경량 패딩 점퍼,C0003,5,가성비 최고입니다,2026-06-03
R00562,P0007,승승 4K 웹캠 스트리머,C0059,2,배송이 너무 느렸어요,2024-06-07
R00563,P0026,승승 콜드브루 스틱 30개입,C0174,1,설명과 색이 달라요,2026-03-14
R00564,P0010,장구 공기청정기 미세 30평형,C0001,4,배송이 정말 빨라요,2025-08-22
R00565,P0003,승승 스마트워치 Fit 5,C0146,4,포장이 꼼꼼했어요,2024-04-17
R00566,P0026,승승 콜드브루 스틱 30개입,C0003,5,선물용으로 좋아요,2026-02-05
R00567,P0037,북하우스 베스트셀러 소설 세트,C0108,1,박스가 찌그러져 왔어요,2024-09-04
R00568,P0015,승승 경량 패딩 점퍼,C0037,4,품질이 기대 이상이에요,2024-05-23
R00569,P0002,승승 노이즈캔슬링 헤드폰 Pro,C0031,2,금방 고장났어요,2025-06-08
R00570,P0026,승승 콜드브루 스틱 30개입,C0162,5,가성비 최고입니다,2024-04-17
R00571,P0030,리빙 대용량 식기건조대,C0010,2,생각보다 별로예요,2024-07-04
R00572,P0003,승승 스마트워치 Fit 5,C0121,5,가성비 최고입니다,2024-07-05
R00573,P0019,뷰티풀 수분 진정 토너 300ml,C0076,5,디자인이 예뻐요,2026-04-18
R00574,P0024,승승 유기농 견과류 믹스 1kg,C0145,4,재구매 의사 있어요,2025-04-11
R00575,P0028,리빙 4계절 차렵이불 퀸,C0190,5,튼튼하고 오래 쓸 것 같아요,2026-01-08
R00576,P0028,리빙 4계절 차렵이불 퀸,C0167,5,선물용으로 좋아요,2024-04-28
R00577,P0003,승승 스마트워치 Fit 5,C0094,2,박스가 찌그러져 왔어요,2024-05-27
R00578,P0022,뷰티풀 콜라겐 수분크림,C0008,3,특별할 건 없네요,2024-11-03
R00579,P0007,승승 4K 웹캠 스트리머,C0106,3,그럭저럭 쓸만해요,2025-09-01
R00580,P0013,장구 전기포트 1.7L 온도조절,C0078,5,선물용으로 좋아요,2024-08-08
R00581,P0038,북하우스 코딩 입문 자습서,C0014,4,가성비 최고입니다,2025-08-16
R00582,P0004,승승 고속충전 보조배터리 20000mAh,C0158,5,포장이 꼼꼼했어요,2026-05-14
R00583,P0002,승승 노이즈캔슬링 헤드폰 Pro,C0127,4,재구매 의사 있어요,2026-06-10
R00584,P0031,리빙 친환경 주방세제 리필 5L,C0183,3,보통이에요,2025-10-31
R00585,P0030,리빙 대용량 식기건조대,C0175,5,포장이 꼼꼼했어요,2024-07-10
R00586,P0009,장구 무선 핸디 청소기,C0034,5,품질이 기대 이상이에요,2025-12-21
R00587,P0018,승승 방수 트레킹 자켓,C0085,4,품질이 기대 이상이에요,2024-05-08
R00588,P0004,승승 고속충전 보조배터리 20000mAh,C0151,5,품질이 기대 이상이에요,2025-09-07
R00589,P0003,승승 스마트워치 Fit 5,C0125,4,포장이 꼼꼼했어요,2024-08-08
R00590,P0033,스포라이프 요가매트 10mm,C0014,2,배송이 너무 느렸어요,2024-03-19
R00591,P0005,승승 USB-C 멀티허브 7in1,C0071,4,품질이 기대 이상이에요,2026-03-02
R00592,P0039,북하우스 어린이 그림책 10권,C0015,5,재구매 의사 있어요,2026-05-07
R00593,P0032,리빙 스테인리스 텀블러 500ml,C0125,5,품질이 기대 이상이에요,2024-08-14
R00594,P0009,장구 무선 핸디 청소기,C0156,5,가성비 최고입니다,2024-01-05
R00595,P0039,북하우스 어린이 그림책 10권,C0151,2,금방 고장났어요,2025-11-09
R00596,P0023,승승 프리미엄 원두커피 1kg,C0170,5,디자인이 예뻐요,2025-02-02
R00597,P0027,승승 단백질 쉐이크 2kg,C0158,3,보통이에요,2025-05-27
R00598,P0001,승승 무선 블루투스 이어버드 SE,C0043,4,포장이 꼼꼼했어요,2026-04-29
R00599,P0025,승승 현미 잡곡 10kg,C0177,2,가격에 비해 아쉬워요,2026-02-04
R00600,P0008,장구 로봇청소기 CleanX,C0174,5,디자인이 예뻐요,2026-02-05
R00601,P0014,승승 데일리 코튼 후드티,C0148,5,선물용으로 좋아요,2024-12-20
R00602,P0032,리빙 스테인리스 텀블러 500ml,C0076,4,배송이 정말 빨라요,2025-04-17
R00603,P0003,승승 스마트워치 Fit 5,C0169,5,재구매 의사 있어요,2025-10-13
R00604,P0010,장구 공기청정기 미세 30평형,C0012,5,선물용으로 좋아요,2026-05-24
R00605,P0030,리빙 대용량 식기건조대,C0080,5,배송이 정말 빨라요,2026-05-10
R00606,P0018,승승 방수 트레킹 자켓,C0014,4,디자인이 예뻐요,2024-08-13
R00607,P0020,뷰티풀 비타민C 세럼 30ml,C0165,5,재구매 의사 있어요,2025-06-10
R00608,P0029,리빙 극세사 베개 2개세트,C0063,4,배송이 정말 빨라요,2024-06-24
R00609,P0015,승승 경량 패딩 점퍼,C0107,4,디자인이 예뻐요,2026-05-03
R00610,P0033,스포라이프 요가매트 10mm,C0084,4,디자인이 예뻐요,2025-07-07
R00611,P0009,장구 무선 핸디 청소기,C0141,5,선물용으로 좋아요,2026-02-05
R00612,P0036,스포라이프 러닝화 클라우드,C0084,5,포장이 꼼꼼했어요,2024-09-14
R00613,P0034,스포라이프 조절식 덤벨 24kg,C0076,1,박스가 찌그러져 왔어요,2026-05-12
R00614,P0012,장구 초고속 블렌더 1200W,C0083,2,가격에 비해 아쉬워요,2024-01-17
R00615,P0010,장구 공기청정기 미세 30평형,C0047,5,포장이 꼼꼼했어요,2024-07-20
R00616,P0008,장구 로봇청소기 CleanX,C0103,5,품질이 기대 이상이에요,2024-06-01
R00617,P0028,리빙 4계절 차렵이불 퀸,C0185,5,디자인이 예뻐요,2024-05-01
R00618,P0013,장구 전기포트 1.7L 온도조절,C0099,3,특별할 건 없네요,2024-03-30
R00619,P0001,승승 무선 블루투스 이어버드 SE,C0049,2,배송이 너무 느렸어요,2025-10-12
R00620,P0038,북하우스 코딩 입문 자습서,C0106,4,튼튼하고 오래 쓸 것 같아요,2024-04-15
R00621,P0038,북하우스 코딩 입문 자습서,C0197,5,품질이 기대 이상이에요,2026-06-08
R00622,P0037,북하우스 베스트셀러 소설 세트,C0137,4,포장이 꼼꼼했어요,2024-08-13
R00623,P0017,승승 베이직 무지 티셔츠 3팩,C0067,5,배송이 정말 빨라요,2025-03-15
R00624,P0015,승승 경량 패딩 점퍼,C0175,5,품질이 기대 이상이에요,2024-09-21
R00625,P0032,리빙 스테인리스 텀블러 500ml,C0058,1,환불 절차가 불편했어요,2025-10-08
R00626,P0012,장구 초고속 블렌더 1200W,C0031,5,배송이 정말 빨라요,2025-05-23
R00627,P0038,북하우스 코딩 입문 자습서,C0133,5,튼튼하고 오래 쓸 것 같아요,2025-07-01
R00628,P0037,북하우스 베스트셀러 소설 세트,C0049,3,특별할 건 없네요,2025-10-12
R00629,P0040,북하우스 자기계발 다이어리 2026,C0140,5,배송이 정말 빨라요,2025-10-08
R00630,P0022,뷰티풀 콜라겐 수분크림,C0117,3,무난합니다,2024-02-03
R00631,P0030,리빙 대용량 식기건조대,C0180,4,포장이 꼼꼼했어요,2025-03-16
R00632,P0018,승승 방수 트레킹 자켓,C0124,5,디자인이 예뻐요,2025-01-24
R00633,P0008,장구 로봇청소기 CleanX,C0150,5,품질이 기대 이상이에요,2025-04-28
R00634,P0032,리빙 스테인리스 텀블러 500ml,C0047,2,환불 절차가 불편했어요,2025-06-19
R00635,P0008,장구 로봇청소기 CleanX,C0051,5,가성비 최고입니다,2024-02-02
R00636,P0029,리빙 극세사 베개 2개세트,C0162,4,가성비 최고입니다,2025-12-28
R00637,P0018,승승 방수 트레킹 자켓,C0074,5,품질이 기대 이상이에요,2024-06-29
R00638,P0040,북하우스 자기계발 다이어리 2026,C0039,5,디자인이 예뻐요,2025-05-08
R00639,P0013,장구 전기포트 1.7L 온도조절,C0082,4,디자인이 예뻐요,2025-07-27
R00640,P0023,승승 프리미엄 원두커피 1kg,C0195,5,포장이 꼼꼼했어요,2024-03-01
R00641,P0022,뷰티풀 콜라겐 수분크림,C0197,3,보통이에요,2024-09-04
R00642,P0023,승승 프리미엄 원두커피 1kg,C0078,5,선물용으로 좋아요,2024-03-04
R00643,P0024,승승 유기농 견과류 믹스 1kg,C0165,4,배송이 정말 빨라요,2024-11-05
R00644,P0038,북하우스 코딩 입문 자습서,C0034,1,배송이 너무 느렸어요,2024-07-15
R00645,P0014,승승 데일리 코튼 후드티,C0173,5,가성비 최고입니다,2025-03-20
R00646,P0004,승승 고속충전 보조배터리 20000mAh,C0185,1,배송이 너무 느렸어요,2024-09-17
R00647,P0036,스포라이프 러닝화 클라우드,C0020,4,선물용으로 좋아요,2026-05-08
R00648,P0030,리빙 대용량 식기건조대,C0117,5,가성비 최고입니다,2024-08-17
R00649,P0021,뷰티풀 자외선차단 선크림 SPF50,C0194,5,튼튼하고 오래 쓸 것 같아요,2025-05-22
R00650,P0006,승승 기계식 게이밍 키보드,C0053,4,포장이 꼼꼼했어요,2026-05-17
